Food_Item_ID,foodcode,modcode,foodname,portionwgt,Portion_Factor,portiondesc,_203 Protein (g),_204 Total Fat (g),_205 Carbohydrate (g),"_269 Sugars, total (g)","_291 Fiber, total dietary (g)","_606 Fatty acids, total saturated (g)",_301 Calcium (mg),_307 Sodium (mg)
3537,63107210,206743,"Banana, ripe, fried, with butter",91.00,0.91,medium,1.09,4.97,21.79,11.67,2.46,3.05,5.46,38.22
3538,63107310,000000,"Banana, ripe, boiled",91.00,0.91,medium,0.99,0.30,20.78,11.13,2.37,0.10,4.55,0.91
3539,63107410,000000,"Banana, batter-dipped, fried",136.00,1.36,medium,3.75,19.05,39.68,11.63,3.13,2.67,10.88,129.20
3540,63109010,000000,"Cantaloupe, raw",177.00,1.77,"cup, balls",1.49,0.34,14.44,13.91,1.59,0.09,15.93,28.32
3541,63109610,000000,"Cantaloupe, frozen (balls)",173.00,1.73,cup,1.45,0.33,14.12,13.60,1.56,0.09,15.57,27.68
3542,63109700,000000,"Carambola (starfruit), raw",108.00,1.08,"cup, sliced",1.12,0.36,7.27,4.30,3.02,0.02,3.24,2.16
3543,63109750,000000,"Carambola (starfruit), cooked, with sugar",205.00,2.05,cup,2.28,0.72,24.27,18.26,6.15,0.04,6.15,4.10
3544,63110010,000000,"Cassaba melon, raw",170.00,1.70,cup,1.89,0.17,11.19,9.67,1.53,0.04,18.70,15.30
3545,63111010,000000,"Cherries, maraschino",161.00,1.61,cup,0.35,0.34,67.57,62.42,5.15,0.06,86.94,6.44
3546,63113010,000000,"Cherries, sour, red, raw",155.00,1.55,"cup, pitted",1.55,0.47,18.88,13.16,2.48,0.11,24.80,4.65
3546,63113010,000000,"Cherries, sour, red, raw",103.00,1.03,"cup, with pits",1.03,0.31,12.55,8.74,1.65,0.07,16.48,3.09
3547,63113030,000000,Cherry pie filling,264.00,2.64,cup,1.58,2.24,75.66,65.89,2.38,0.43,23.76,137.28
3548,63113050,000000,"Cherry pie filling, low calorie",264.00,2.64,cup,2.16,0.42,31.63,24.16,3.17,0.00,29.04,31.68
3549,63113110,000000,"Cherries, sour, red, cooked, unsweetened",244.00,2.44,"cup, pitted",1.88,0.24,21.81,18.54,2.68,0.06,26.84,17.08
3550,63115010,000000,"Cherries, sweet, raw (Queen Anne, Bing)",154.00,1.54,"cup, pitted",1.63,0.31,24.66,19.74,3.23,0.06,20.02,0.00
3550,63115010,000000,"Cherries, sweet, raw (Queen Anne, Bing)",138.00,1.38,"cup, with pits",1.46,0.28,22.09,17.69,2.90,0.05,17.94,0.00
3550,63115010,000000,"Cherries, sweet, raw (Queen Anne, Bing)",8.19,0.08,cherry,0.09,0.02,1.31,1.05,0.17,0.00,1.07,0.00
3551,63115120,000000,"Cherries, sweet, cooked, unsweetened",248.00,2.48,"cup, pitted",1.91,0.32,29.16,25.44,3.72,0.07,27.28,2.48
3551,63115120,000000,"Cherries, sweet, cooked, unsweetened",240.00,2.40,"cup, with pits",1.85,0.31,28.22,24.62,3.60,0.07,26.40,2.40
3551,63115120,000000,"Cherries, sweet, cooked, unsweetened",9.00,0.09,cherry,0.07,0.01,1.06,0.92,0.14,0.00,0.99,0.09
3552,63115130,000000,"Cherries, sweet, cooked or canned, in heavy syrup",253.00,2.53,"cup, pitted",1.52,0.38,53.81,40.93,3.54,0.09,22.77,7.59
3552,63115130,000000,"Cherries, sweet, cooked or canned, in heavy syrup",240.00,2.40,"cup, with pits",1.44,0.36,51.05,38.83,3.36,0.08,21.60,7.20
3552,63115130,000000,"Cherries, sweet, cooked or canned, in heavy syrup",9.00,0.09,cherry,0.05,0.01,1.91,1.46,0.13,0.00,0.81,0.27
3553,63115140,000000,"Cherries, sweet, cooked or canned, in light syrup",252.00,2.52,"cup, pitted",1.54,0.38,43.57,39.79,3.78,0.09,22.68,7.56
3553,63115140,000000,"Cherries, sweet, cooked or canned, in light syrup",240.00,2.40,"cup, with pits",1.46,0.36,41.49,37.89,3.60,0.08,21.60,7.20
3553,63115140,000000,"Cherries, sweet, cooked or canned, in light syrup",9.00,0.09,cherry,0.05,0.01,1.56,1.42,0.14,0.00,0.81,0.27
3554,63115150,000000,"Cherries, sweet, cooked or canned, drained solids",179.00,1.79,"cup, pitted",1.31,0.38,37.72,28.96,4.12,0.07,17.90,5.37
3554,63115150,000000,"Cherries, sweet, cooked or canned, drained solids",184.00,1.84,"cup, with pits",1.34,0.39,38.77,29.77,4.23,0.08,18.40,5.52
3554,63115150,000000,"Cherries, sweet, cooked or canned, drained solids",6.20,0.06,cherry,0.05,0.01,1.31,1.00,0.14,0.00,0.62,0.19
3555,63115170,000000,"Cherries, sweet, cooked or canned, juice pack",250.00,2.50,"cup, pitted",2.28,0.05,34.53,30.78,3.75,0.01,35.00,7.50
3555,63115170,000000,"Cherries, sweet, cooked or canned, juice pack",240.00,2.40,"cup, with pits",2.18,0.05,33.14,29.54,3.60,0.01,33.60,7.20
3555,63115170,000000,"Cherries, sweet, cooked or canned, juice pack",9.00,0.09,cherry,0.08,0.00,1.24,1.11,0.14,0.00,1.26,0.27
3556,63115200,000000,"Cherries, frozen",155.00,1.55,cup,1.43,0.68,17.08,13.98,2.48,0.16,20.15,1.55
3557,63117010,000000,"Currant, raw",112.00,1.12,cup,1.57,0.22,15.46,8.25,4.82,0.02,36.96,1.12
3558,63119010,000000,"Fig, raw",50.00,0.50,"medium (2-1/4"" across)",0.38,0.15,9.59,8.13,1.45,0.03,17.50,0.50
3559,63119120,000000,"Fig, cooked or canned, unsweetened",27.00,0.27,fig with liquid,0.11,0.03,3.78,3.18,0.59,0.01,7.56,0.27
3560,63119130,000000,"Fig, cooked or canned, in heavy syrup",28.00,0.28,fig with liquid,0.11,0.03,6.41,5.80,0.62,0.01,7.56,0.28
3561,63119140,000000,"Fig, cooked or canned, in light syrup",28.00,0.28,fig with liquid,0.11,0.03,5.03,4.52,0.50,0.01,7.56,0.28
3562,63123010,000000,"Grape, raw",151.00,1.51,"cup, seedless",1.09,0.24,27.33,23.37,1.36,0.08,15.10,3.02
3562,63123010,000000,"Grape, raw",154.00,1.54,"cup, with seeds",1.11,0.25,27.87,23.84,1.39,0.08,15.40,3.08
3563,63123120,000000,"Grape, cooked or canned, unsweetened",245.00,2.45,cup,1.23,0.27,25.24,23.76,1.47,0.09,24.50,14.70
3564,63123130,000000,"Grape, cooked or canned, in heavy syrup",256.00,2.56,cup,1.23,0.26,50.30,48.77,1.54,0.08,25.60,12.80
3565,63125010,000000,"Guava, raw",165.00,1.65,cup common guava,4.21,1.57,23.63,14.72,8.91,0.45,29.70,3.30
3565,63125010,000000,"Guava, raw",244.00,2.44,cup strawberry guava,6.22,2.32,34.94,21.76,13.18,0.66,43.92,4.88
3565,63125010,000000,"Guava, raw",55.00,0.55,common guava,1.40,0.52,7.88,4.91,2.97,0.15,9.90,1.10
3565,63125010,000000,"Guava, raw",6.00,0.06,strawberry guava,0.15,0.06,0.86,0.54,0.32,0.02,1.08,0.12
3566,63125100,000000,"Guava shell, canned in heavy syrup",310.00,3.10,cup,5.61,2.11,80.07,68.11,11.78,0.60,40.30,6.20
3567,63126010,000000,"Juneberries, raw",165.00,1.65,cup,1.22,0.54,23.91,16.43,3.96,0.05,9.90,1.65
3568,63126500,000000,"Kiwi fruit, raw",177.00,1.77,cup,2.02,0.92,25.95,15.91,5.31,0.05,60.18,5.31
3568,63126500,000000,"Kiwi fruit, raw",69.00,0.76,kiwi,0.87,0.40,11.14,6.83,2.28,0.02,25.84,2.28
3569,63126510,000000,"Lychee, raw",190.00,1.90,cup,1.58,0.84,31.41,28.94,2.47,0.19,9.50,1.90
3569,63126510,000000,"Lychee, raw",9.59,0.10,lychee,0.08,0.04,1.59,1.46,0.12,0.01,0.48,0.10
3570,63126600,000000,"Lychee, cooked or canned, in sugar or syrup",251.00,2.51,cup,1.41,0.75,60.41,58.18,2.26,0.17,10.04,2.51
3570,63126600,000000,"Lychee, cooked or canned, in sugar or syrup",21.00,0.21,lychee with liquid,0.12,0.06,5.05,4.87,0.19,0.01,0.84,0.21
3571,63127010,000000,"Honeydew melon, raw",17.00,0.17,inch cube,0.09,0.02,1.55,1.38,0.14,0.01,1.02,3.06
3571,63127010,000000,"Honeydew melon, raw",13.80,0.14,ball,0.07,0.02,1.25,1.12,0.11,0.01,0.83,2.48
3571,63127010,000000,"Honeydew melon, raw",1000.00,10.00,"medium (5-1/4"" across)",5.40,1.40,90.90,81.20,8.00,0.38,60.00,180.00
3571,63127010,000000,"Honeydew melon, raw",62.00,0.62,wedge (approx 1/16 of melon),0.33,0.09,5.64,5.03,0.50,0.02,3.72,11.16
3572,63127610,000000,"Honeydew, frozen (balls)",230.00,2.30,cup,1.24,0.32,20.91,18.67,1.84,0.09,13.80,41.40
3572,63127610,000000,"Honeydew, frozen (balls)",13.50,0.14,ball,0.07,0.02,1.23,1.10,0.11,0.01,0.81,2.43
3573,63129010,000000,"Mango, raw",207.00,2.07,mango,1.70,0.79,31.01,28.27,3.31,0.19,22.77,2.07
3574,63129020,000000,"Mango, pickled",14.00,0.14,tablespoon,0.08,0.04,4.61,4.46,0.15,0.01,1.26,0.28
3574,63129020,000000,"Mango, pickled",28.00,0.28,slice,0.16,0.07,9.21,8.92,0.31,0.02,2.52,0.56
3575,63129030,000000,"Mango, cooked",28.35,0.28,ounce(s),0.23,0.11,4.25,3.88,0.45,0.03,2.84,0.28
3576,63131010,000000,"Nectarine, raw",136.00,1.36,"nectarine (2-1/2"" across)",1.44,0.44,14.35,10.73,2.31,0.03,8.16,0.00
3577,63131110,000000,"Nectarine, cooked",262.00,2.62,cup,1.97,0.60,60.65,55.65,3.14,0.05,13.10,2.62
3578,63133010,000000,"Papaya, raw",140.00,1.40,"cup, cubes",0.66,0.36,15.15,10.95,2.38,0.11,28.00,11.20
3578,63133010,000000,"Papaya, raw",304.00,3.04,"medium (5-1/8"" long x 3"" across)",1.43,0.79,32.89,23.77,5.17,0.25,60.80,24.32
3578,63133010,000000,"Papaya, raw",38.00,0.38,slice,0.18,0.10,4.11,2.97,0.65,0.03,7.60,3.04
3579,63133050,000000,"Papaya, green, cooked",244.00,1.32,cup,0.44,0.24,9.99,7.22,1.58,0.08,18.48,7.92
3580,63133100,000000,"Papaya, cooked or canned, in sugar or syrup",244.00,1.32,cup,0.42,0.22,26.73,24.04,1.45,0.07,17.16,7.92
3581,63134010,000000,"Passion fruit, raw",18.00,0.18,passion fruit,0.40,0.13,4.21,2.02,1.87,0.01,2.16,5.04
3582,63135010,000000,"Peach, raw",150.00,1.50,"medium (2-2/3"" across)",1.37,0.38,14.31,12.59,2.25,0.03,9.00,0.00
3583,63135120,000000,"Peach, cooked or canned, unsweetened",244.00,2.44,cup,1.07,0.15,14.91,11.74,3.17,0.01,4.88,7.32
3583,63135120,000000,"Peach, cooked or canned, unsweetened",98.00,0.98,half with liquid,0.43,0.06,5.99,4.71,1.27,0.01,1.96,2.94
3584,63135130,000000,"Peach, cooked or canned, in heavy syrup",98.00,0.98,half with liquid,0.44,0.10,19.54,18.27,1.27,0.01,2.94,5.88
3585,63135140,000000,"Peach, cooked or canned, in light or medium syrup",98.00,0.98,half with liquid,0.44,0.03,14.26,12.99,1.27,0.00,2.94,4.90
3586,63135150,000000,"Peach, cooked or canned, drained solids",73.00,0.73,half,0.38,0.13,13.45,10.70,0.88,0.01,2.19,4.38
3587,63135170,000000,"Peach, cooked or canned, juice pack",98.00,0.98,half with liquid,0.62,0.03,11.34,10.06,1.27,0.00,5.88,3.92
3588,63135620,000000,"Peach, frozen, unsweetened",54.00,0.54,half,0.49,0.14,5.15,4.53,0.81,0.01,3.24,0.00
3589,63135630,000000,"Peach, frozen, with sugar",54.00,0.54,half,0.34,0.07,12.95,11.98,0.97,0.01,1.62,3.24
3590,63135650,000000,"Peach, pickled",88.00,0.88,peach,0.55,0.15,25.70,24.89,0.88,0.01,5.28,0.88
3592,63137010,000000,"Pear, raw",166.00,1.66,medium (2-21/2 per pound),0.60,0.23,25.28,16.18,5.15,0.04,14.94,1.66
3593,63137050,000000,"Pear, Japanese, raw",275.00,2.75,pear,1.38,0.63,29.29,19.39,9.90,0.03,11.00,0.00
3594,63137120,000000,"Pear, cooked or canned, unsweetened",76.00,0.76,half with liquid,0.14,0.02,5.94,4.64,1.22,0.00,3.04,1.52
3595,63137130,000000,"Pear, cooked or canned, in heavy syrup",76.00,0.76,half with liquid,0.15,0.10,14.57,11.55,1.22,0.01,3.80,3.80
3596,63137140,000000,"Pear, cooked or canned, in light syrup",76.00,0.76,half with liquid,0.14,0.02,11.53,9.20,1.22,0.00,3.80,3.80
3597,63137150,000000,"Pear, cooked or canned, drained solids",48.00,0.48,half,0.12,0.09,9.16,7.88,1.30,0.00,2.88,2.40
3598,63137170,000000,"Pear, cooked or canned, juice pack",76.00,0.76,half with liquid,0.26,0.05,9.83,7.37,1.22,0.00,6.84,3.04
3599,63139010,000000,"Persimmon, raw",168.00,1.68,"persimmon (2-1/2"" across x 3-1/2"" high)",0.97,0.32,31.23,21.05,6.05,0.03,13.44,1.68
3600,63141010,000000,"Pineapple, raw",165.00,1.65,"cup, chunks",0.89,0.20,21.65,16.25,2.31,0.01,21.45,1.65
3600,63141010,000000,"Pineapple, raw",155.00,1.55,"cup, diced",0.84,0.19,20.34,15.27,2.17,0.01,20.15,1.55
3600,63141010,000000,"Pineapple, raw",905.00,9.05,pineapple,4.89,1.09,118.73,89.14,12.67,0.08,117.65,9.05
3601,63141120,000000,"Pineapple, cooked or canned, unsweetened",246.00,2.46,"cup, crushed, sliced, or chunks",1.06,0.22,20.42,18.45,1.97,0.01,36.90,2.46
3601,63141120,000000,"Pineapple, cooked or canned, unsweetened",9.40,0.09,chunk with liquid,0.04,0.01,0.78,0.71,0.08,0.00,1.41,0.09
3601,63141120,000000,"Pineapple, cooked or canned, unsweetened",47.00,0.47,slice or ring with liquid,0.20,0.04,3.90,3.53,0.38,0.00,7.05,0.47
3602,63141130,000000,"Pineapple, cooked or canned, in heavy syrup",254.00,2.54,"cup, crushed, sliced, or chunks",0.89,0.28,51.31,42.93,2.03,0.02,35.56,2.54
3602,63141130,000000,"Pineapple, cooked or canned, in heavy syrup",9.40,0.09,chunk with liquid,0.03,0.01,1.90,1.59,0.08,0.00,1.32,0.09
3602,63141130,000000,"Pineapple, cooked or canned, in heavy syrup",49.00,0.49,slice or ring with liquid,0.17,0.05,9.90,8.28,0.39,0.00,6.86,0.49
3603,63141140,000000,"Pineapple, cooked or canned, in light syrup",252.00,2.52,"cup, crushed, sliced, or chunks",0.91,0.30,33.89,31.88,2.02,0.02,35.28,2.52
3603,63141140,000000,"Pineapple, cooked or canned, in light syrup",9.40,0.09,chunk with liquid,0.03,0.01,1.26,1.19,0.08,0.00,1.32,0.09
3603,63141140,000000,"Pineapple, cooked or canned, in light syrup",48.00,0.48,slice or ring with liquid,0.17,0.06,6.46,6.07,0.38,0.00,6.72,0.48
3604,63141150,000000,"Pineapple, cooked or canned, drained solids",6.79,0.07,chunk,0.03,0.01,1.06,0.97,0.09,0.00,1.09,0.07
3604,63141150,000000,"Pineapple, cooked or canned, drained solids",26.00,0.26,spear,0.13,0.03,4.05,3.71,0.34,0.00,4.16,0.26
3604,63141150,000000,"Pineapple, cooked or canned, drained solids",35.00,0.35,slice or ring,0.18,0.04,5.45,4.99,0.46,0.00,5.60,0.35
3605,63141170,000000,"Pineapple, cooked or canned, juice pack",9.40,0.09,chunk with liquid,0.04,0.01,1.48,1.36,0.08,0.00,1.32,0.09
3605,63141170,000000,"Pineapple, cooked or canned, juice pack",47.00,0.47,slice or ring with liquid,0.20,0.04,7.38,6.79,0.38,0.00,6.58,0.47
3606,63143010,000000,"Plum, raw",66.00,0.66,"plum (2-1/8"" across)",0.46,0.18,7.54,6.55,0.92,0.01,3.96,0.00
3607,63143120,000000,"Plum, cooked or canned, unsweetened",249.00,2.49,"cup, pitted",0.97,0.02,27.46,25.15,2.24,0.00,17.43,2.49
3607,63143120,000000,"Plum, cooked or canned, unsweetened",46.00,0.46,plum with liquid,0.18,0.00,5.07,4.65,0.41,0.00,3.22,0.46
3608,63143130,000000,"Plum, cooked or canned, in heavy syrup",258.00,2.58,cup,0.93,0.26,59.96,57.56,2.32,0.02,23.22,49.02
3608,63143130,000000,"Plum, cooked or canned, in heavy syrup",46.00,0.46,plum with liquid,0.17,0.05,10.69,10.26,0.41,0.00,4.14,8.74
3609,63143140,000000,"Plum, cooked or canned, in light syrup",252.00,2.52,cup,0.93,0.25,41.03,38.68,2.27,0.02,22.68,50.40
3609,63143140,000000,"Plum, cooked or canned, in light syrup",46.00,0.46,plum with liquid,0.17,0.05,7.49,7.06,0.41,0.00,4.14,9.20
3610,63143150,000000,"Plum, cooked or canned, drained solids",183.00,1.83,cup,0.81,0.26,42.31,39.49,2.75,0.02,18.30,34.77
3610,63143150,000000,"Plum, cooked or canned, drained solids",31.00,0.31,plum,0.14,0.04,7.17,6.69,0.47,0.00,3.10,5.89
3611,63143170,000000,"Plum, cooked or canned, juice pack",252.00,2.52,cup,1.29,0.05,38.18,35.83,2.27,0.01,25.20,2.52
3611,63143170,000000,"Plum, cooked or canned, juice pack",46.00,0.46,plum with liquid,0.23,0.01,6.97,6.54,0.41,0.00,4.60,0.46
3612,63143650,000000,"Plum, pickled",28.00,0.28,plum,0.13,0.05,8.62,8.30,0.28,0.00,1.68,0.28
3613,63145010,000000,"Pomegranate, raw",154.00,1.54,"pomegranate (3-3/8"" across)",2.57,1.80,28.80,21.05,6.16,0.18,15.40,4.62
3614,63147010,000000,"Rhubarb, raw",122.00,1.22,cup,1.10,0.24,5.54,1.34,2.20,0.06,104.92,4.88
3615,63147120,000000,"Rhubarb, cooked or canned, unsweetened",240.00,2.40,cup,2.16,0.48,10.90,2.64,4.32,0.13,196.79,9.60
3616,63147130,000000,"Rhubarb, cooked or canned, in heavy syrup",240.00,2.40,cup,0.94,0.12,74.88,68.88,4.80,0.03,347.99,2.40
3617,63147140,000000,"Rhubarb, cooked or canned, in light syrup",240.00,2.40,cup,1.06,0.22,56.30,48.48,3.60,0.06,376.78,4.80
3618,63147150,000000,"Rhubarb, cooked or canned, drained solids",240.00,2.40,cup,0.94,0.12,74.88,68.88,4.80,0.03,331.19,2.40
3619,63147620,000000,"Rhubarb, frozen, with sugar",240.00,2.40,cup,0.94,0.12,74.88,68.88,4.80,0.03,347.99,2.40
3620,63148750,000000,"Tamarind, raw",2.00,0.02,tamarind,0.06,0.01,1.25,1.15,0.10,0.01,1.48,0.56
3621,63149010,000000,"Watermelon, raw",154.00,1.54,"cup, balls",0.94,0.23,11.63,9.55,0.62,0.02,10.78,1.54
3621,63149010,000000,"Watermelon, raw",570.00,5.70,"whole round slice (1"" thick)",3.48,0.86,43.03,35.34,2.28,0.09,39.90,5.70
3621,63149010,000000,"Watermelon, raw",286.00,2.86,medium wedge,1.74,0.43,21.59,17.73,1.14,0.05,20.02,2.86
3622,63201010,000000,"Blackberries, raw",144.00,1.44,cup,2.00,0.71,13.84,7.03,7.63,0.02,41.76,1.44
3623,63201130,000000,"Blackberries, cooked or canned, in heavy syrup",256.00,2.56,cup,3.35,0.36,59.14,50.43,8.70,0.01,53.76,7.68
3624,63201600,000000,"Blackberries, frozen",151.00,1.51,cup,1.78,0.65,23.66,16.11,7.55,0.02,43.79,1.51
3625,63203010,000000,"Blueberries, raw",148.00,1.48,cup,1.10,0.49,21.45,14.74,3.55,0.04,8.88,1.48
3626,63203120,000000,"Blueberries, cooked or canned, unsweetened",244.00,2.44,cup,1.22,0.54,23.69,16.27,3.90,0.05,12.20,4.88
3627,63203125,000000,"Blueberries, cooked or canned, in light syrup",256.00,2.56,cup,2.66,1.02,58.01,44.67,6.66,0.07,15.36,7.68
3628,63203130,000000,"Blueberries, cooked or canned, in heavy syrup",256.00,2.56,cup,1.66,0.84,56.47,52.38,4.10,0.07,12.80,7.68
3629,63203550,000000,"Blueberries, frozen, sweetened",230.00,2.30,cup,0.92,0.30,50.48,45.35,5.06,0.03,13.80,2.30
3630,63203600,000000,"Blueberries, frozen, unsweetened",155.00,1.55,cup,0.65,0.99,18.86,13.10,4.19,0.08,12.40,1.55
3631,63203700,000000,Blueberry pie filling,262.00,2.62,cup,1.07,0.52,116.28,98.91,6.81,0.00,70.74,31.44
3632,63205010,000000,"Boysenberries, raw",144.00,1.44,cup,2.00,0.71,13.84,7.03,7.63,0.02,41.76,1.44
3633,63205600,000000,"Boysenberries, frozen",132.00,1.32,cup,1.45,0.34,16.09,9.09,7.00,0.01,35.64,1.32
3634,63207010,000000,"Cranberries, raw",100.00,1.00,"cup, whole",0.39,0.13,12.20,4.04,4.60,0.01,8.00,2.00
3635,63207110,000000,"Cranberries, cooked or canned",277.00,2.77,"cup, sauce",0.55,0.42,107.75,104.98,2.77,0.04,11.08,80.33
3635,63207110,000000,"Cranberries, cooked or canned",17.30,0.17,tablespoon,0.03,0.03,6.73,6.56,0.17,0.00,0.69,5.02
3635,63207110,000000,"Cranberries, cooked or canned",57.00,0.57,"slice (1/2"" thick)",0.11,0.09,22.17,21.60,0.57,0.01,2.28,16.53
3636,63208000,000000,"Dewberries, raw",144.00,1.44,cup,2.00,0.71,13.84,7.03,7.63,0.02,41.76,1.44
3637,63214000,000000,"Huckleberry, raw",145.00,1.45,cup,1.07,0.48,21.01,14.44,3.48,0.04,8.70,1.45
3638,63215010,000000,"Loganberries, raw",144.00,1.44,cup,2.19,0.45,18.75,11.09,7.63,0.02,37.44,1.44
3639,63215600,000000,"Loganberries, frozen",147.00,1.47,cup,2.23,0.46,19.14,11.32,7.79,0.02,38.22,1.47
3640,63217010,000000,"Mulberries, raw",140.00,1.40,cup,2.02,0.55,13.72,11.34,2.38,0.04,54.60,14.00
3641,63219010,000000,"Raspberries, black, raw",134.00,1.34,cup,1.61,0.87,16.00,5.92,8.71,0.03,33.50,1.34
3642,63219020,000000,"Raspberries, red, raw",123.00,1.23,cup,1.48,0.80,14.69,5.44,8.00,0.02,30.75,1.23
3643,63219120,000000,"Raspberries, cooked or canned, unsweetened",243.00,2.43,cup,1.94,1.07,19.44,7.19,10.69,0.03,41.31,4.86
3644,63219130,000000,"Raspberries, cooked or canned, in heavy syrup",256.00,2.56,cup,2.12,0.31,59.80,51.35,8.45,0.01,28.16,7.68
3645,63219610,000000,"Raspberries, frozen, unsweetened",250.00,2.50,cup,3.00,1.63,29.85,11.05,16.25,0.05,60.00,2.50
3645,63219610,000000,"Raspberries, frozen, unsweetened",140.00,1.40,"cup, frozen",1.68,0.91,16.71,6.19,9.10,0.03,33.60,1.40
3646,63219620,000000,"Raspberries, frozen, with sugar",250.00,2.50,cup,1.75,0.40,65.40,54.40,11.00,0.01,37.50,2.50
3647,63223020,000000,"Strawberries, raw",144.00,1.44,"cup, whole",0.96,0.43,11.06,7.04,2.88,0.02,23.04,1.44
3647,63223020,000000,"Strawberries, raw",12.00,0.12,"medium (1-1/4"" across)",0.08,0.04,0.92,0.59,0.24,0.00,1.92,0.12
3648,63223030,000000,"Strawberries, raw, with sugar",152.00,1.52,"cup, whole",0.97,0.43,18.70,14.65,2.89,0.02,22.80,1.52
3648,63223030,000000,"Strawberries, raw, with sugar",12.00,0.12,"medium (1-1/4"" across)",0.08,0.03,1.48,1.16,0.23,0.00,1.80,0.12
3649,63223120,000000,"Strawberries, cooked or canned, unsweetened",242.00,2.42,cup,1.09,0.48,12.46,7.94,3.15,0.02,29.04,4.84
3650,63223130,000000,"Strawberries, cooked or canned, in syrup",254.00,2.54,cup,1.42,0.66,59.77,55.45,4.32,0.04,33.02,10.16
3651,63223610,000000,"Strawberries, frozen, unsweetened",221.00,2.21,cup,0.95,0.24,20.18,10.08,4.64,0.01,35.36,4.42
3652,63223620,000000,"Strawberries, frozen, with sugar",255.00,2.55,cup,1.33,0.36,59.82,54.34,4.84,0.02,28.05,5.10
3652,63223620,000000,"Strawberries, frozen, with sugar",10.60,0.11,berry,0.06,0.01,2.49,2.26,0.20,0.00,1.17,0.21
3653,63224000,000000,"Youngberries, raw",144.00,1.44,cup,2.00,0.71,13.84,7.03,7.63,0.02,41.76,1.44
3654,63301010,000000,Ambrosia (mixed fruit salad with coconut),193.00,1.93,cup,1.74,1.85,31.19,22.43,4.44,1.44,46.32,1.93
3655,63307010,000000,"Cranberry-orange relish, uncooked",17.19,0.17,tablespoon,0.07,0.02,7.64,6.89,0.48,0.00,2.75,0.17
3656,63307100,000000,Cranberry-raspberry Sauce,17.50,0.18,tablespoon,0.06,0.04,7.16,6.78,0.33,0.00,1.23,3.15
3657,63311000,000000,"Fruit salad, fresh, (no citrus fruits), no dressing",175.00,1.75,cup,1.23,0.46,23.68,16.78,2.98,0.10,17.50,5.25
3658,63311050,000000,"Fruit salad, fresh, (with citrus fruits), no dressing",175.00,1.75,cup,1.31,0.40,23.03,16.69,3.32,0.08,28.00,3.50
3659,63311080,000000,"Fruit cocktail or mix, frozen",215.00,2.15,cup,2.11,0.64,25.78,19.74,5.37,0.08,25.80,0.00
3660,63311120,000000,"Fruit cocktail, cooked or canned, unsweetened",245.00,2.45,cup,1.03,0.12,20.85,18.40,2.45,0.01,12.25,9.80
3661,63311130,000000,"Fruit cocktail, cooked or canned, in heavy syrup",248.00,2.48,cup,0.97,0.17,46.90,44.42,2.48,0.02,14.88,14.88
3662,63311140,000000,"Fruit cocktail, cooked or canned, in light syrup",242.00,2.42,cup,0.97,0.17,36.13,33.71,2.42,0.02,14.52,14.52
3663,63311145,000000,"Tropical fruit cocktail, cooked or canned, in light syrup",244.00,2.44,cup,0.90,0.41,30.96,27.20,2.68,0.10,39.04,9.76
3664,63311150,000000,"Fruit cocktail, cooked or canned, drained solids",214.00,2.14,cup,1.01,0.21,40.23,36.68,3.64,0.03,14.98,12.84
3665,63311170,000000,"Fruit cocktail, cooked or canned, juice pack",237.00,2.37,cup,1.09,0.02,28.11,25.74,2.37,0.00,18.96,9.48
3666,63320100,000000,"Fruit salad, Puerto Rican style (bananas, papayas, oranges, etc.)",247.00,2.47,cup,1.73,0.52,36.38,26.77,3.71,0.12,39.52,9.88
3667,63401010,000000,Waldorf salad,137.00,1.37,cup,2.03,19.07,16.65,12.22,2.88,2.61,21.92,117.82
3668,63401010,202263,"Apple salad, with light mayonnaise-type dressing (miracle whip light)",137.00,1.37,cup,2.01,10.09,18.70,10.68,3.10,1.19,25.27,146.44
3669,63401010,206449,"Apple salad, with sour cream dressing",137.00,1.37,cup,2.23,10.21,14.76,10.53,3.10,2.77,43.18,31.57
3670,63401010,206845,"Apple salad, with low calorie mayonnaise dressing",137.00,1.37,cup,1.89,10.30,17.26,10.96,3.07,1.28,22.40,116.00
3671,63401010,207020,"Apple salad, with creamy dressing (ranch)",137.00,1.37,cup,1.89,16.48,15.06,10.70,3.10,2.10,25.20,241.48
3672,63401010,207113,"Apple salad, with fat free sour cream dressing",137.00,1.37,cup,2.45,6.43,17.20,9.81,3.06,0.62,47.87,45.22
3674,63401020,000000,"Apple and cabbage salad, with mayonnaise dressing",161.00,1.61,cup,1.11,17.13,15.62,10.84,3.38,2.58,28.98,132.02
3675,63401020,100944,"Apple and cabbage salad, with vinegar and sugar dressing",161.00,1.61,cup,0.90,0.19,17.58,13.31,3.33,0.04,27.36,281.85
3676,63401030,000000,Apple and fruit salad with cream dressing,188.00,1.88,cup,1.32,1.50,25.34,18.08,3.57,0.77,20.68,3.76
3677,63401060,000000,"Apple, candied",242.00,1.84,medium apple,2.34,3.72,52.61,42.84,3.31,1.10,68.08,106.72
3678,63401070,000000,"Strawberries, chocolate covered ",19.00,0.19,strawberry,0.15,2.97,2.09,1.58,0.34,0.54,3.23,0.76
